k,loss_mean,loss_sd
0,1.4428959271362192,2.2682030407461493e-16
1,1.4498836456770328,0.0394671405289164
2,1.4616347385384862,0.04295353301133252
3,1.4774562172690444,0.026211562823945128
4,1.4943754130370157,0.0
